Identifier,Edition Statement,Place of Publication,Date of Publication,Publisher,Title,Author,Contributors,Corporate Author,Corporate Contributors,Former owner,Engraver,Issuance type,Flickr URL,Shelfmarks
000042862,,London,1812-15,James Carpenter,The Geographical and Historical Dictionary of America and the West Indies,ALCEDO,THOMPSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000042862,British Library HMNTS 797.dd.2.|British Library HMNTS 146.d.15-19.
000042904,,London,1873,Smith,Alcestis. [A novel. By Blanche Warre Cornish.],,CORNISH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000042904,British Library HMNTS 12638.d.28.
000042911,,London,1851,Richard Bentley,Spiritual Alchemy; or,,SANDBACH,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000042911,British Library HMNTS 12625.b.11.
000043140,,London,1835,Richard Bentley,Recollections of an Excursion to the Monasteries of Alcobaça & Batalha. By the author of Vathek [i.e. W. Beckford. With a portrait],,Beckford,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000043140,British Library HMNTS 1050.g.16.
000043252,,London,1799,C. Dilly,Poems,ALCOCK,HUGHES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000043252,British Library HMNTS 994.i.1.|British Library HMNTS RF.2004.a.50
000045172,,Boston,1875,H. L. Shepard & Co.,History of the United States Marine Corps ... From official reports and other documents,ALDRICH,COLLUM,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000045172,British Library HMNTS 9602.ee.2.
000045574,,London,1867,Hurst & Blackett,Alec's Bride. By the author of “St. Olave's” [i.e. Eliza Tabor,,TABOR,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000045574,British Library HMNTS 12625.aaa.1.
000048378,,London,1837,Henry Colburn,Narrative of a Voyage of Observation among the Colonies of Western Africa ... and of a campaign in Kaffir-Land ... in 1835 ... Illustrated with maps and plates by Major C. C. Michell,Alexander,MITCHELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000048378,British Library HMNTS 1047.k.11.
000048384,,London,1830,Henry Colburn & Richard Bentley,Travels to the Seat of War in the East,Alexander,DUCATEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000048384,British Library HMNTS 1048.c.12.|British Library OC T 15504
000048908,,London,1841,J. R. Smith,A Journey to Beresford Hall,ALEXANDER,G.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000048908,British Library HMNTS 10351.g.9.
000048989,,Edinburgh,1884,Privately issued by W. Paterson,The Earl of Stirling's Register of Royal Letters relative to the affairs of Scotland and Nova Scotia from 1615 to 1635. Edited,Stirling,ROGERS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000048989,British Library HMNTS 9509.cc.3.
000049023,[Another edition.] [With illustrations by George Reid,Edinburgh,1880,David Douglas,[Johnny Gibb of Gushetneuk,ALEXANDER,DURAND,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000049023,British Library HMNTS 12620.h.1.
000049724,,Cambridge,1872,Riverside Press,His Imperial Highness the Grand Duke Alexis in the United States of America during the winter of 1871-72. [By William W. Tucker. With a portrait.],,TUCKER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000049724,British Library HMNTS 010409.h.10.
000051061,,Wien,1837,,Rückblicke auf Algier und dessen Eroberung ... im Jahre 1830. Von einem Offizier aus dem Gefolge des Marschall grafen Baurmont [i.e. Friedrich von Schwarzenberg]: Appendix,,SCHWARZENBERG,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000051061,British Library HMNTS 10095.g.30.
000051064,,London,1863,Richard Bentley,Through Algeria. By the author of “Life in Tuscany” [i.e. Mabll Sharman Crawford]: Appendix,,CRAWFORD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000051064,British Library HMNTS 10096.c.13.
000051125,,London,[1820?],Goyder,Travels in Algeirs,,BARNARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000051125,British Library HMNTS 10095.g.35.
000051466,,Bombay,1884,,Ali Baba,,HOBDAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000051466,British Library HMNTS 011779.f.19.(2.)|British Library HMNTS 011779.f.21.
000052264,,Paris,1894,,Nos Africains.-La mission Crampel.-La mission Dybowski.-La mission Mizon.-La mission Monteil ... La seconde mission Mizon ... Ouvrage illustré,ALIS,CRAMPEL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052264,British Library HMNTS 010095.i.4.
000052272,,Agen,1887,,Notice sur le château,ALIS,TAMIZEY DE LARROQUE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052272,British Library HMNTS 010167.f.5.
000052316,,Edinburgh & London,1883,W. Blackwood & Sons,Alison. [A novel.] By the author of “Miss Molly,,BUTT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052316,British Library HMNTS 12635.u.10.
000052347,[Another edition.] A Sermon preached ... the day after the funeral of Sir William Forbes,Edinburgh; John Murray,1808,Archibald Constable & Co.,[A Sermon preached ... the day after the funeral of Sir William Forbes,ALISON,FORBES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052347,British Library HMNTS 11611.k.8.(3.)
000052370,,Edinburgh,1848,W. Blackwood & Sons,Atlas to accompany Alison's History of Europe. Constructed and arranged under the direction of Mr. A. K. Johnston,ALISON,JOHNSTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052370,British Library HMNTS 1310.c.1.|British Library HMNTS 1310.c.2.|British Library HMNTS 1310.c.3.
000052372,,New York,1845,A. S. Barnes & Co.,History of Europe from the commencement of the French Revolution in 1789,ALISON,GOULD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052372,British Library HMNTS 1310.d.14.|British Library HMNTS 1311.h.3.
000052772,,Philadelphia,1877,J. B. Lippincott & Co.,All Wrong. A leaf from a drama. [A tale. By Annie M. Griffen.],,GRIFFEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052772,British Library HMNTS 12641.aa.25.
000052859,,London,1807,J. J. Stockdale,All the Talents' Garland; or,,SAYERS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000052859,British Library HMNTS 11643.bbb.16.(1.)
000053231,,Haarlem,1874[71]-88,,Geschiedenis en beschrijving van Haarlem,ALLAN,EKAMA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000053231,British Library HMNTS 10271.i.3.
000053348,,Albany,1867,Joel Munsell,Military Operations in Eastern Maine and Nova Scotia during the Revolution,ALLAN,KIDDER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000053348,British Library HMNTS 9602.ee.6.
000053627,,Boston,1892,Houghton & Mifflin,The Army of Northern Virginia in 1862 ... With an introduction by John C. Ropes. [With maps.],ALLAN,ROPES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000053627,British Library HMNTS 9615.dd.4.
000053628,,Philadelphia,1880,J. B. Lippincott & Co.,History of the Campaign of Gen. T. J.-Stonewall-Jackson in the Shenandoah Valley of Virginia. From November 4,ALLAN,HOTCHKISS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000053628,British Library HMNTS 9615.ee.12.|British Library OC RL 204
000054811,,Kjøbenhavn,1873,,Breve fra danske Krigsmænd,ALLEN,BRUUN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000054811,British Library HMNTS 9424.cc.2.
000054815,,Haderslev,1860,,Danskhedens Skjæbne i Slesvig,ALLEN,MARCKMANN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000054815,British Library HMNTS 9425.c.27.
000054819,,Copenhague,1878,,Histoire de Danemark depuis les temps les plus reculés jusqu'à nos jours,ALLEN,BEAUVOIS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000054819,British Library HMNTS 9435.g.33.
000054820,,Kiel,1846,,Geschichte des Königreiches Dänemark,ALLEN,FALCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000054820,British Library HMNTS 9425.c.2.
000054828,,Kjøbenhavn,1864-72,,De tre nordiske Rigers Historie under Hans,ALLEN,BRUUN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000054828,British Library HMNTS 9424.b.15.
000055031,,pp. vi. 216. Hatchards: London,,,The White Man's Foot ... With ... illustrations by J. Finnemore,Allen,FINNEMORE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000055031,British Library HMNTS 012633.k.19.
000056580,,Baltimore,1822,Franklin Betts,A History of the American Revolution ... To which are added,ALLEN,Washington,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000056580,British Library HMNTS 1447.d.6.|British Library HMNTS 1447.d.7.
000056757,,New York,1871,Dodd & Mead,Last Letters of R. L. Allen. [With a memoir of the author signed: S. O. A.,ALLEN,A.,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000056757,British Library HMNTS 10107.bbb.28.
000056969,,London,1829,I. T. Hinton,History of the Counties of Surrey and Sussex ... Illustrated by a series of views engraved ... by Nathaniel Whittock,ALLEN,WHITTOCK,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000056969,British Library HMNTS 10360.s.22.|British Library HMNTS 10353.d.14.
000056981,,New York,1894,Century Co.,Across Asia on a Bicycle: the journey of two American students from Constantinople to Peking,ALLEN,SACHTLEBEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000056981,British Library HMNTS 10055.df.23.|British Library HMNTS 10055.df.25.
000057124,,London,1848,Richard Bentley,A Narrative of the Expedition sent by Her Majestys Government to the River Niger in 1841,ALLEN,THOMSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000057124,British Library HMNTS 010095.e.46.
000058178,,London,1897,Elliot Stock,Captain Cuellar's Adventures in Connacht & Ulster,ALLINGHAM,CRAWFORD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000058178,British Library HMNTS 9508.cc.2.
000060280,,S. Paulo,1877,,Lições de Historia Patria ... publicadas por J. M. Lisboa. 2a edição,ALMEIDA E MELLO,LISBOA,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000060280,British Library HMNTS 9772.ee.4.
000060798,,Londini Gothorum,1823,,Praes. De variis reipublicæ Suio-gothicæ regendæ formulis,ALMQVIST,PETERSSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000060798,British Library HMNTS 9435.d.33.(1.)
000061361,[Another edition.],Mamers,1891,,[Lucé et ses environs aux XVIIe et XVIIIe siècles. (Par M. V. Alouis,ALOUIS,HERVÉ,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000061361,British Library HMNTS 010171.k.1.
000062084,,London,1814,Longman & Co.,Alpine Sketches,,BRIDGES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000062084,British Library HMNTS 1049.h.10.
000062125,,London,1824,W. Smith,The Diary of a Traveller over Alps and Appenines; or,,FORBES,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000062125,British Library HMNTS 1426.e.11.
000062129,,London,1885,Longmans & Co.,The Maritime Alps and their Seaboard. By the author of “Vera” [i.e. C. L. H. Dempster] ... With illustrations,,DEMPSTER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000062129,British Library HMNTS 10170.f.1.
000063229,,Edinburgh,1877,Maclachalan & Stewart,'Alter Ejusdem': being another instalment of lilts and lyrics. By the author of 'Mistura curiosa' [i.e. J. A. Sidey]. With ... pen and ink sketches and occasional music,,SIDEY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000063229,British Library HMNTS 11651.i.2.
000064513,[Another edition.] Obras históricas ... Publicadas y anotadas por Alfredo Chavero.,México,1891,,[Historia Chichimeca.-Relaciones.],ALVA IXTLILXUCHITL,CHAVERO,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000064513,British Library HMNTS 9771.dd.14.
000064601,,Mexico,1847,,Proceso de Residencia contra Pedro de Alvarado (y Nuño de Guzman). Ilustrado con estampas,ALVARADO,LÓPEZ RAYÓN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000064601,British Library HMNTS 9771.cc.13.
000064634,,Paris,1853,,Histoire du Mexique ... Traduite sur un manuscrit inédit par H. Ternaux-Compans,ALVARADO TEZOZOMOC,TERNAUX-COMPANS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000064634,British Library HMNTS 9771.d.21.
000064701,,Porto,1841,,Tratado breve dos Rios de Guiné do Cabo-Verde,ALVARES D'ALMADA,KOPKE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000064701,British Library HMNTS 10095.e.28.
000064829,,México,1856,,Itinerarios y derroteros de la República Mexicana,ÁLVAREZ,DURAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000064829,British Library HMNTS 10481.g.15.
000065026,,Bruxelles,1850,,Correspondance du Duc d'Albe sur l'invasion du Comte Louis de Nassau en Frise,ÁLVAREZ DE TOLEDO,GACHARD,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000065026,British Library HMNTS 9414.bbb.25.
000066142,,London,1803,T. Cadell and W. Davies,Amadis de Gaul: a poem in three books; freely translated from the first part of the French version of Nicolas de Heberay [sic],,ROSE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000066142,British Library HMNTS 11641.d.3.
000066840,,Macerata,1874,,La Rivoluzione francese e l'ultimo de' pretesi Luigi XVII [i.e. A. J. M. Alday]. Studio storico critico,AMANTE,ALDAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000066840,British Library HMNTS 9230.h.15.
000067034,,London,1850,Richard Bentley,History of the War of the Sicilian Vespers ... [Translated by Anne B. I. Percy.] Edited,AMARI,PERCY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000067034,British Library HMNTS 1440.g.14-16.
000067200,,London,1818,The Author,Poems,,BARTON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000067200,British Library HMNTS 11641.h.1.
000067519,,Tours,1881,,Louvois d'après sa correspondance,AMBERT,Louvois,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000067519,British Library HMNTS 9225.l.7.
000067701,,Tours,1874,,Inventaire analytique des archives communales d'Amboise,,CHEVALIER,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000067701,British Library HMNTS 10174.h.6.
000068917,,London,1833,Longman & Co.,America and the Americans. By a Citizen of the World [i.e. James Boardman?],,BOARDMAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000068917,British Library HMNTS 792.e.11.
000069151,,London,1863,Sampson Low & Co.,Eighty Years' Progress of British North America,,HODGINS,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069151,British Library HMNTS 10470.d.1.
000069299,,New York,1835,Harper & Bros.,The American in England. By the author of “A year in Spain” [i.e. Alexander Slidell,,SLIDELL,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069299,British Library HMNTS 1429.c.10.
000069302,,London,1838,Henry Colburn,The American in Paris. [By John Sanderson.],,SANDERSON,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069302,British Library HMNTS 1049.l.20.
000069314,,Philadelphia,1830,Carey & Lea,Captain Hall in America. By an American [i.e. Richard Biddle],,BIDDLE,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069314,British Library HMNTS 10408.e.3.
000069331,,Boston,1838,W. D. Ticknor,Desultory Reminiscences of a Tour through Germany,,WRIGHT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069331,British Library HMNTS 1426.k.5.
000069339,,Edinburgh,1823,A. Constable & Co.,Essays,,BRUEN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069339,British Library HMNTS 1049.h.18.
000069359,,New-York,1824,The Author,A Journal of a Tour in Italy,,DWIGHT,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069359,British Library HMNTS 10132.d.7.
000069387,,Boston,1830,Carter & Hendee,Poems. By an American [i.e. Henry Pickering],,PICKERING,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069387,British Library HMNTS 1466.d.11.
000069390,,Baltimore,1818,N. G. Maxwell,Rambles in Italy in the years 1816-17. By an American [i.e. James Sloan],,SLOAN,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069390,British Library HMNTS 10132.k.1.
000069401,,New York,1833,J. & J. Harper,Sketches of Turkey in 1831 and 1832. By an American [i.e. James E. De Kay],,DE KAY,,,,,monographic,http://www.flickr.com/photos/britishlibrary/tags/sysnum000069401,British Library HMNTS 10125.d.12.
